word,frequency,transcription,si_no
colon,4687,752,n
francesa,4686,84200,n
hilera,4686,54,s
sótano,4686,012,s
diplomáticos,4686,1953170,n
regalías,4685,4650,n
Sagasta,4685,0601,n
Ferrari,4683,844,n
Act,4684,71,n
generadores,4683,624140,n
estruendo,4683,01421,n
Portales,4683,94150,n
PRESlDENTE,4683,9405121,n
suplentes,4682,095210,n
estigma,4680,0163,n
Aportaciones,4680,941020,n
coplas,4682,7950,n
Falla,4680,8,n
Compensación,4679,7392002,n
progresistas,4677,94640010,n
LEON,4677,52,n
Carreras,4677,7440,n
mercadeo,4675,3471,n
rayas,4674,40,n
Gilbert,4678,65941,n
morbilidad,4674,349511,n
CT,4674,71,n
olfato,4674,581,n
extractos,4674,014710,n
constitucionalismo,4673,7201102503,n
Marino,4671,342,n
distracción,4670,1014702,n
REYES,4670,40,n
Aproximación,4669,946302,n
pesadillas,4669,9010,n
Maestre,4668,3014,n
festividad,4668,801811,n
nieta,4668,21,n
Consolidación,4666,7205102,n
ID,4667,1,n
statu,4666,011,n
déficits,4666,18010,n
Du,4665,1,n
Asís,4662,00,n
diputación,4662,19102,n
procreación,4662,947402,n
postes,4662,9010,n
consumación,4662,720302,n
citación,4659,0102,n
V.S.,4657,90,Error
sigo,4659,06,n
fulgor,4658,8564,n
desaceleración,4656,1005402,n
k,4656,7,n
atrio,4656,14,n
presidencialismo,4654,940120503,n
Homo,4655,3,n
Fabián,4655,892,n
Encargado,4654,27461,n
SEXO,4654,00,n
Plinio,4653,952,n
armadura,4653,4314,s
patriarca,4652,91447,n
li,4652,5,n
Milton,4650,3512,n
erogaciones,4650,46020,n
Cayo,4649,7,n
clavo,4649,758,s
desempleados,4649,1039510,n
Telefax,4648,1580,s
ayllu,4648,,n
suroeste,4647,0401,n
Diversidad,4647,184011,n
Somoza,4647,030,n
terroristas,4647,144010,n
correr,4647,744,n
Municipalidades,4661,32095110,n
entonación,4646,21202,n
fieras,4646,840,n
linajes,4646,5260,n
cabina,4646,792,s
Seattle,4644,0115,n
state,4645,011,n
nalgas,4644,2560,s
Plataforma,4642,951843,s
Discursos,4642,107400,n
XXV,4642,009,n
ambigüedades,4641,396110,n
Compilación,4641,739502,n
cuánto,4640,721,n
Fraga,4640,846,n
empresariado,4639,394041,n
Decano,4639,172,n
Keynes,4639,720,n
Orellana,4639,42,n
comodidades,4641,731110,n
regente,4638,4621,n
Pre,4638,94,n
infidelidad,4638,281511,n
lágrima,4637,5643,n
Inspector,4635,209714,n
autogestión,4635,16012,n
hundimiento,4631,21321,n
CALIFORNIA,4631,75842,n
Arqueológico,4631,47567,n
Non,4630,22,n
cascos,4627,7070,n
Gobernadores,4629,6942140,n
rezagos,4629,4060,n
Medical,4627,3175,n
desocupados,4626,107910,n
intemperie,4625,21394,n
inc,4625,27,n
supuesta,4626,0901,n
joya,4624,6,n
eruditos,4623,4110,n
Edo,4624,1,n
Popayán,4623,992,n
Rose,4622,40,n
nous,4621,20,n
revalorización,4620,4854002,n
SISTEMAS,4621,00130,n
activismo,4620,71803,n
quintas,4619,7210,n
Ene,4619,2,n
Q.,4615,7,Error
Técnica,4618,1727,n
habitat,4616,911,n
comp,4613,739,n
MARTIN,4615,3412,n
Ray,4613,4,n
vasija,4612,806,s
Contratante,4617,7214121,n
panes,4611,920,n
Funes,4611,820,n
compilador,4610,739514,n
alguacil,4609,5605,n
conchas,4610,7260,s
predilección,4609,9415702,n
ESTATAL,4609,0115,n
Lamas,4608,530,n
Pere,4608,94,n
bolero,4608,954,n
temple,4606,1395,n
engaños,4607,2620,n
escribanos,4606,074920,n
viruela,4605,845,n
insecto,4602,2071,s
Km,4602,73,n
coloración,4602,75402,n
Wolf,4604,58,n
videos,4598,810,n
CARMEN,4601,7432,n
Funcionarios,4598,820240,n
Checa,4598,67,n
lujuria,4595,564,n
Epoca,4594,97,n
Durkheim,4594,1473,n
locutor,4596,5714,n
Bien,4594,92,n
Transferencia,4594,14208420,n
abonos,4594,920,n
Milagros,4593,35640,n
protestantismo,4593,941012103,n
Delta,4591,151,n
Escritor,4590,07414,n
Cándido,4590,7211,n
antojo,4590,216,n
UCV,4588,79,n
gratuidad,4586,64111,n
araña,4584,42,s
desmantelamiento,4583,103215321,n
torero,4582,144,n
Villalba,4582,859,n
people,4581,995,n
Lorena,4582,542,n
comunicados,4580,732710,n
Jeremías,4579,6430,n
cubo,4579,79,s
volante,4580,8521,s
Incas,4579,270,n
oscilaciones,4578,005020,n
personería,4578,94024,n
acueducto,4575,7171,s
peninsulares,4577,9220540,n
bailarines,4577,95420,n
Venezolano,4575,82052,n
ROMERO,4575,434,s
Melo,4575,35,n
Neto,4574,21,n
Legión,4572,562,n
reportajes,4573,494160,n
ozono,4572,02,n
turcos,4571,1470,n
Voces,4572,800,n
PLAZO,4579,950,n
aculturación,4571,751402,n
inmediatez,4571,23110,n
terremotos,4571,14310,n
materialización,4570,3145002,n
tas,4570,10,s
marcadores,4569,347140,n
Casino,4569,702,n
Escribano,4569,07492,n
desplazados,4569,1095010,n
Casado,4569,701,n
pta,4569,91,n
ENTIDAD,4568,2111,n
umbrales,4568,39450,n
canje,4568,726,n
fiabilidad,4567,89511,n
Cesar,4566,004,n
uvas,4567,80,n
Órdenes,4566,4120,n
alegato,4566,561,n
busto,4566,901,s
portales,4566,94150,n
cualificación,4565,758702,n
chispa,4565,609,n
postulación,4565,901502,n
Luces,4564,500,n
Casilla,4563,70,s
Ética,4564,17,n
being,4562,926,n
fugas,4562,860,n
comandos,4562,73210,n
gigantes,4561,66210,n
MARTÍN,4561,3412,n
Preparatoria,4561,949414,n
colocaciones,4561,757020,n
planteles,4560,952150,n
Sta.,4559,01,Error
mariscal,4559,34075,n
pastoral,4559,90145,n
Gerona,4558,642,n
insulina,4559,2052,n
materialidad,4558,314511,n
indigencia,4558,21620,n
romano,4557,432,n
auténtica,4556,1217,n
radiografía,4556,41648,n
insumo,4556,203,n
Barón,4555,942,n
suero,4554,04,s
comisarios,4555,73040,n
Carne,4552,742,s
clavos,4552,7580,n
Evaristo,4552,8401,n
FALLO,4551,8,n
Formosa,4550,8430,n
Canclini,4550,72752,n
Alhambra,4550,5394,n
palmeras,4549,95340,n
based,4549,901,n
brutalidad,4549,941511,n
HIDALGO,4549,156,n
maquillaje,4548,376,s
preposición,4547,949002,n
enamorados,4547,23410,n
related,4547,4511,n
Osuna,4547,02,n
Pacific,4545,9087,n
Alex,4545,50,n
brote,4545,941,s
Tiempos,4545,1390,n
Cañas,4543,720,n
puertorriqueños,4542,9414720,n
reajuste,4543,4601,n
Mire,4541,34,n
legislaturas,4541,5605140,n
epílogo,4540,956,n
guaraní,4539,642,n
estanque,4538,0127,s
Macías,4537,300,n
Piedad,4538,911,n
Elección,4536,5702,n
ornamentos,4537,423210,n
asfalto,4537,0851,s
cañas,4537,720,s
Mayans,4535,320,n
perfumes,4536,94830,n
Metropolitano,4535,3149512,n
alegatos,4535,5610,n
UCR,4530,74,n
Teruel,4535,145,n
Beethoven,4532,9182,n
Poniente,4530,9221,n
Mención,4529,3202,n
REFERENCIAS,4529,484200,n
intervencionismo,4529,214820203,n
sincretismo,4529,0274103,n
lustros,4528,50140,n
arpa,4529,49,s
obsequio,4528,907,s
pasados,4528,9010,n
Trejo,4527,146,n
Mari,4527,34,n
Cara,4526,74,n
patrulla,4527,914,n
HOMBRE,4526,394,n
trapo,4523,149,s
cascada,4522,7071,n
Fiscalización,4523,8075002,n
reyna,4522,42,n
músicas,4520,3070,n
logos,4520,560,n
Lidia,4520,51,n
PAIS,4520,90,n
ascensos,4519,00200,n
caracol,4519,7475,s
afección,4520,8702,n
Madison,4519,3102,n
vocero,4518,804,n
Seco,4518,07,n
Mabel,4517,395,n
Pasto,4516,901,s
embarazos,4515,39400,n
pesquisa,4515,9070,n
proa,4515,94,s
conejo,4515,726,s
siervo,4514,048,n
ratio,4514,41,n
Boris,4514,940,n
But,4512,91,n
hs,4510,0,n
honda,4507,21,s
Levi,4509,58,n
bigote,4508,961,n
Quirós,4506,740,n
glándulas,4506,652150,n
Balaguer,4505,9564,n
Julieta,4505,651,n
disculpas,4505,107590,n
moro,4504,34,n
repoblación,4505,499502,n
acompañante,4504,739221,n
forasteros,4503,840140,n
cobranza,4503,79420,n
Formato,4502,8431,n
DOCUMENTOS,4502,173210,n
átomo,4500,13,n
Montesquieu,4500,32107,n
incienso,4502,2020,s
penal,4500,925,n
Socio,4499,00,n
credenciales,4499,7412050,n
MEDIOS,4499,310,n
J.L.,4497,65,Error
alférez,4498,5840,n
Vladimir,4498,95134,n
lV,4496,59,n
Agentes,4498,6210,n
despecho,4496,1096,n
Alemana,4496,532,n
best,4496,901,n
neo,4495,2,n
Cal,4494,75,s
Regularización,4495,4654002,n
subempleo,4493,09395,n
palanca,4492,9527,s
invenciones,4492,282020,n
vieja,4491,86,n
retrospectiva,4491,41409718,n
anomalía,4491,235,n
APERTURA,4490,9414,n
vagina,4490,862,n
Huelga,4490,56,n
Morazán,4488,3402,n
Apostólico,4486,90157,n
Arendt,4486,4211,n
récord,4488,4741,n
Utilización,4485,15002,n
Cáncer,4484,7204,n
Cosas,4484,700,n
sirena,4482,042,n
desperdicios,4481,1094100,n
Carreño,4481,742,n
CHIHUAHUA,4481,6,n
investidura,4481,280114,n
Alumnos,4481,5320,n
Ferrocarriles,4481,847450,n
Gráficas,4481,64870,n
Auditoría,4480,114,n
mandatarios,4478,321140,n
desconocido,4478,107201,n
Zelanda,4485,0521,n
INFORMACION,4477,284302,n
osadía,4477,01,n
reglamentaciones,4476,465321020,n
Sen,4476,02,n
Investigador,4475,2801614,n
Ti,4475,1,n
Contencioso,4474,721200,n
FAMILIA,4474,835,n
festivales,4472,801850,n
Granja,4472,6426,n
Edipo,4471,19,n
Folio,4472,85,s
Ltd.,4469,511,Error
Mazatlán,4471,30152,n
Prada,4471,941,n
informalidad,4469,2843511,n
discontinuidad,4468,10721211,n
Rocío,4467,40,n
simbiosis,4467,03900,n
HERNANDEZ,4467,42210,n
CEP,4466,09,n
corridas,4465,7410,n
esse,4466,00,n
dic,4465,17,n
Tulio,4465,15,n
votaciones,4465,81020,n
Quebec,4464,797,n
antebrazo,4463,21940,s
surco,4463,047,s
educativa,4463,1718,n
Nutrición,4463,21402,n
There,4464,14,n
causal,4462,705,n
Levy,4462,59,n
age,4462,6,n
Toulouse,4461,150,n
Setiembre,4460,01394,n
APOYO,4460,9,n
Profesora,4457,94804,n
DISTRIBUCIÓN,4459,1014902,n
fraudes,4457,8410,n
OBJETIVOS,4456,96180,n
Gedisa,4457,610,n
reportero,4456,49414,n
hacendado,4455,0211,n
Direcciones,4454,147020,n
tele,4455,15,s
licores,4453,5740,n
CGH,4453,76,n
DÍAZ,4451,10,n
m3,4450,33,n
Perspectiva,4451,9409718,n
Proust,4450,9401,n
XXIV,4448,069,n
conciudadanos,4447,7201120,n
Tipografía,4447,19648,n
Asentamientos,4447,0213210,n
Figuras,4445,8640,n
aprovisionamiento,4444,94802321,n
desaliento,4447,10521,n
plática,4446,9517,n
obsidiana,4444,9012,s
Sueño,4442,02,n
vómitos,4444,8310,n
fármaco,4441,8437,s
sustentación,4440,0012102,n
Schneider,4439,06214,n
refinamiento,4440,482321,n
Productividad,4439,94171811,n
monografías,4438,326480,n
aeronaves,4439,4280,n
conductos,4436,721710,n
comentaristas,4433,73214010,n
Suelo,4434,05,s
Opus,4433,90,n
Borda,4432,941,n
prédica,4432,9417,n
naturales,4436,21450,n
vulneración,4430,852402,n
savia,4429,08,n
RELACIÓN,4429,4502,n
Ofelia,4429,85,n
Nigeria,4428,264,n
Price,4427,940,n
PLAN,4427,952,n
floración,4427,85402,n
traficantes,4426,1487210,n
puños,4426,920,s
PROBLEMAS,4426,949530,n
zapato,4425,091,s
Anexos,4425,200,n
aprendices,4424,942100,n
Cortina,4424,7412,s
naranjas,4423,24260,n
sorteo,4423,041,n
Maza,4421,30,s
Corregidor,4419,74614,n
political,4422,95175,n
della,4419,1,n
refrescos,4420,484070,s
equivocación,4419,78702,n
Ceballos,4418,090,n
Brito,4418,941,n
vibración,4418,89402,n
esp,4417,09,n
afiliado,4418,851,n
liderazgos,4416,514060,n
insulto,4416,2051,n
excusas,4415,0700,n
Kelly,4415,7,n
Lecciones,4413,57020,n
seña,4413,02,n
cu,4412,7,n
taberna,4412,1942,s
VENTA,4411,821,n
tonto,4411,121,n
Moral,4410,345,n
chile,4410,65,s
adicción,4410,1702,n
Olmos,4408,530,s
ostentación,4410,012102,n
ON,4408,2,n
Romance,4407,4320,n
Estructuras,4407,0147140,n
Arabia,4406,49,n
Dinámica,4405,1237,n
Troya,4405,14,n
TEMA,4405,13,n
Síndrome,4405,02143,n
Film,4405,853,n
Tte,4404,11,n
pe,4404,9,n
voltaje,4404,8516,n
inspecciones,4403,2097020,n
autocrítica,4402,17417,n
estandarte,4402,012141,s
ascensión,4401,00202,n
Pausa,4401,90,n
PROYECTOS,4399,94710,n
postrimerías,4398,9014340,n
partos,4399,9410,n
rs,4398,40,n
Estatales,4398,01150,n
praderas,4398,94140,n
aristas,4397,4010,n
Central,4397,02145,n
Diaz,4397,10,n
EDUARDO,4397,141,n
Vm,4396,93,n
Mercados,4396,34710,n
Propiedades,4396,949110,n
figuración,4395,86402,n
Innovación,4394,22802,n
UNICEF,4395,208,n
predicadores,4394,9417140,n
impedimentos,4393,3913210,n
Longitud,4393,52611,n
arrugas,4392,460,n
Werner,4388,424,n
Eliot,4391,51,n
JESÚS,4388,600,n
lotería,4388,514,n
TRATAMIENTO,4387,141321,n
algas,4387,560,n
Florentino,4386,854212,n
anfitrión,4385,28142,n
venado,4385,821,s
soya,4384,0,s
disfunción,4384,108202,n
Commission,4383,733002,n
doncellas,4382,1200,n
allegados,4381,610,n
Vadillo,4381,81,n
Gijón,4381,662,n
tesorería,4380,1044,n
semántica,4380,03217,n
supuestas,4379,09010,n
potestades,4379,910110,n
Ruta,4378,41,n
Editions,4377,1120,n
Téllez,4375,10,n
Cabral,4376,7945,n
Ospina,4374,092,n
Reconquista,4373,472701,n
prótesis,4373,94100,s
Raza,4371,40,n
argumentaciones,4369,46321020,n
Dávalos,4369,1850,n
Santuario,4370,0214,n
Estimación,4409,01302,n
Discusión,4369,10702,n
siembras,4369,03940,n
Natalia,4368,215,n
secretarías,4368,074140,n
Depresión,4368,19402,n
resonancias,4368,402200,n
Services,4368,04800,n
medianos,4367,3120,n
intuiciones,4367,21020,n
corrales,4367,7450,n
externalidades,4366,01425110,n
Bella,4366,9,n
Cantos,4364,7210,n
Sol.,4362,05,Error
estamento,4367,01321,n
Mahuad,4364,31,n
could,4361,751,n
toques,4361,170,n
cocción,4363,7702,n
cantina,4360,7212,n
secuela,4360,075,n
catedrales,4360,711450,n
gravitación,4358,648102,n
psiquiatría,4358,90714,n
Cañada,4356,721,n
artífice,4357,4180,n
ART,4356,41,n
milímetros,4355,353140,n
complementos,4353,73953210,n
martillo,4354,341,s
buey,4351,9,s
Cálculos,4352,75750,n
CUT,4351,71,n
tubería,4351,194,s
náhuatl,4350,215,n
ALONSO,4350,520,n
Bertrand,4350,941421,n
AUSTIN,4350,012,n
Basic,4350,907,n
yndios,4349,210,n
tigres,4349,1640,n
must,4349,301,n
ANA,4348,2,n
consultorio,4348,720514,n
Arauco,4347,47,n
subtítulo,4347,09115,n
arrendamientos,4347,4213210,n
subalternos,4346,0951420,n
Apóstoles,4344,90150,n
empréstito,4345,394011,n
yemas,4344,30,n
reja,4343,46,s
At,4341,1,n
nominación,4343,23202,n
repliegue,4341,4956,n
MEXICANA,4340,3672,n
arsenal,4340,4025,s
postgrado,4340,901641,n
Marías,4340,340,n
calabaza,4340,7590,s
Km.,4338,73,Error
PERIODO,4338,941,n
Subcomisión,4339,097302,n
atropellos,4339,1490,n
Cuestión,4338,7012,n
Secretariado,4338,074141,n
LIBERTAD,4337,59411,n
garante,4337,6421,n
Bosco,4335,907,n
Damián,4335,132,n
feligreses,4334,856400,n
Urban,4335,492,n
oficialidad,4334,80511,n
Lino,4333,52,s
CULTIVOS,4332,75180,n
Parques,4333,9470,n
inquisidor,4332,27014,n
editora,4331,114,n
confederación,4332,7281402,n
mural,4331,345,s
cursivas,4331,74080,n
corrida,4330,741,n
ÁREA,4330,4,n
Vd.,4328,91,Error
Can,4330,72,n
mencionado,4329,32021,n
mangas,4329,3260,n
tests,4327,1010,n
MUÑOZ,4328,320,n
cornisa,4326,7420,s
Sabes,4324,090,n
gérmenes,4326,64320,n
Gadamer,4323,6134,n
Décimo,4322,103,s
interferencias,4321,21484200,n
falacia,4320,850,n
congregaciones,4321,72646020,n
Philadelphia,4321,95159,n
recurrencia,4320,47420,n
Schmidt,4320,06311,n
cines,4319,020,n
Work,4319,47,n
cautivos,4319,7180,n
GRUPOS,4318,6490,n
Ciro,4318,04,n
calentamiento,4318,7521321,n
Mendieta,4315,3211,n
Hoyos,4313,0,n
Jose,4313,60,n
desdicha,4312,1016,n
Básicos,4313,9070,n
sirenas,4311,0420,n
Obispado,4310,9091,n
Cooper,4310,794,n
Villahermosa,4310,8430,n
navaja,4309,286,s
portadas,4309,94110,n
consorcios,4309,720400,n
monotonía,4308,3212,n
Contratantes,4308,72141210,n
tintes,4309,1210,n
Ustedes,4309,0110,n
pecadores,4308,97140,n
Roig,4307,46,n
Horizonte,4307,4021,n
Expedición,4306,09102,n
paralización,4305,945002,n
retardo,4306,4141,n
Beck,4305,977,n
individualización,4304,21815002,n
enclaves,4304,27580,n
tónica,4304,127,n
Usos,4301,00,n
Séptimo,4304,0913,n
oprimidos,4301,94310,n
eventualidad,4300,821511,n
desnudo,4300,1021,n
Parral,4301,945,s
Pontífice,4299,92180,n
Responsabilidades,4300,4092095110,n
ratones,4299,4120,n
sabores,4299,0940,n
milenios,4299,3520,n
parágrafo,4299,94648,n
subsidiarias,4296,090140,n
Rumania,4296,432,n
Duero,4295,14,n
éstas,4297,010,n
sabes,4294,090,n
galán,4295,652,n
Preguntas,4294,946210,n
Dámaso,4294,130,n
manutención,4292,321202,n
Anthropos,4294,21490,n
inutilidad,4292,21511,n
lealtades,4291,55110,n
McGraw,4291,3764,n
demandantes,4290,1321210,n
arado,4289,41,s
irresponsabilidad,4287,409209511,n
Elizondo,4290,5021,n
Cook,4289,77,n
mendigos,4286,32160,n
Musical,4286,3075,n
acatamiento,4285,71321,n
firmamento,4285,843321,n
Contemporary,4285,7213944,n
desahogo,4282,106,n
Georgia,4283,646,n
sión,4284,02,n
global,4282,6595,n
Perspectives,4281,94097180,n
Rimbaud,4281,4391,n
Martes,4280,3410,n
ocurrencias,4280,74200,n
gallego,4279,66,n
reyno,4279,42,n
balde,4278,951,s
Prefecto,4278,94871,n
subpartida,4278,099411,n
contrataciones,4276,72141020,n
DIARIO,4277,14,s
Portal,4276,9415,n
RA,4275,4,n
maletas,4274,3510,n
PATRIMONIO,4274,91432,n
elegidos,4274,5610,n
Pareja,4272,946,n
Oca,4271,7,s
aprovechamientos,4271,94863210,n
apuestas,4271,9010,n
Harper,4271,494,n
Catastro,4270,71014,n
cuchara,4269,764,s
Santillana,4270,0212,n
Eminencia,4266,3220,n
system,4265,0013,n
Necesidades,4265,200110,n
Joe,4264,6,n
Contador,4264,72114,n
operativos,4264,94180,n
deslizamiento,4264,1050321,n
roce,4263,40,n
Hermes,4261,430,n
Lote,4261,51,n
bits,4264,910,n
Bonaparte,4259,92941,n
Ludwig,4259,516,n
Morón,4259,342,n
avidez,4259,810,n
desasosiego,4259,10006,n
rebaños,4258,4920,n
♦,4258,,Error
burlas,4258,9450,n
sondeos,4256,0210,n
asimetrías,4258,03140,n
Ganivet,4258,6281,n
fianzas,4256,8200,n
desengaño,4255,10262,n
Amnistía,4256,3201,n
profesionalismo,4255,94802503,n
budismo,4255,9103,n
paraguayos,4255,9460,n
CARGO,4255,746,n
Mansilla,4254,320,n
malezas,4254,3500,n
Coll,4255,7,n
cociente,4254,7021,n
Esmeralda,4254,03451,n
EVOLUCIÓN,4251,8502,n
mueca,4251,37,n
Eulalia,4251,55,n
Celestino,4251,05012,n
alcaldías,4251,57510,n
Stein,4250,012,n
Turín,4250,142,n
distribuciones,4250,10149020,n
Express,4250,09400,n
Saravia,4249,048,n
reimpresión,4248,439402,n
estacionamiento,4248,0102321,n
Barry,4247,94,n
tiranos,4247,1420,n
Angola,4247,265,n
News,4245,20,n
neuronas,4245,2420,n
Gertrudis,4245,641410,n
Animal,4245,235,s
hacer,4244,04,n
gigante,4244,6621,n
him,4244,3,n
Cabezas,4242,7900,n
incomodidad,4243,273111,n
Repúblicas,4241,499570,n
transeúntes,4241,1420210,n
tonelada,4241,1251,n
Blackwell,4240,9577,n
legados,4240,5610,n
paladar,4239,9514,n
PROGRAMAS,4238,946430,n
pedestal,4237,91015,s
Tío,4237,1,n
mula,4236,35,s
Quieres,4236,740,n
PA,4237,9,n
toxicidad,4235,16011,n
a.C,4233,7,Error
im,4234,3,n
guerrillero,4235,644,n
Caballería,4234,794,n
Conservatorio,4233,7204814,n
Indicador,4232,21714,n
flotas,4233,8510,n
Jim,4233,63,n
Ovando,4232,821,n
gusano,4232,602,s
Reform,4230,4843,n
contenedores,4229,7212140,n
Girón,4228,642,n
Espada,4229,091,s
Riesgos,4230,4060,n
apología,4227,956,n
LUZ,4226,50,n
opio,4224,9,n
escalada,4223,0751,n
pastel,4223,9015,s
Personajes,4223,940260,n
Deus,4222,10,n
Palafox,4221,9580,n
porcelana,4221,94052,s
carpintería,4221,749214,n
desarticulación,4221,10417502,n
cigarros,4220,0640,n
ecuatorianos,4220,71420,n
abstinencia,4220,901220,n
pala,4219,95,s
donante,4219,1221,n
resina,4219,402,s
Vocal,4218,875,n
Familiares,4220,83540,n
Opciones,4218,9020,n
patrona,4218,9142,n
colchón,4218,7562,s
agresor,4217,6404,n
Tarifa,4216,148,n
tortilla,4216,141,s
CNA,4215,72,n
Unanimidad,4215,22311,n
paleta,4215,951,s
ORGANIZACIÓN,4215,462002,n
Herder,4214,414,n
ac,4214,7,n
Verano,4214,842,n
retablos,4213,41950,n
predecesores,4212,9410040,n
orgasmo,4212,4603,n
Grand,4212,6421,n
Códigos,4207,7160,n
loma,4206,53,n
Puesto,4206,901,s
TI,4204,1,n
ANEXO,4205,20,s
Fundamental,4204,8213215,n
antigüedades,4204,216110,s
BENSON,4204,9202,n
Maíz,4203,30,s
electrones,4203,571420,n
LATINA,4203,512,n
Domicilio,4203,1305,n
quae,4203,7,n
Acero,4203,04,s
Tirso,4203,140,n
Celaya,4202,05,n
sucres,4202,0740,n
ROSA,4201,40,s
Retórica,4201,4147,n
DIAS,4202,10,n
injurias,4200,2640,n
faja,4200,86,s
automatización,4201,131002,n
Mayer,4200,34,n
Bunge,4199,926,n
Archaeology,4200,4656,n
Tardío,4200,141,n
vs,4199,90,n
graduados,4197,64110,n
perversión,4196,948402,n
calamidades,4196,753110,n
Li,4195,5,n
Mauro,4194,34,n
supermercados,4193,09434710,n
Huasteca,4193,017,n
Vigil,4193,865,n
fundo,4192,821,n
Fruto,4192,841,s
Túnez,4192,120,n
blancura,4192,95274,n
padecimiento,4191,910321,n
Diferencias,4190,184200,n
Roberts,4190,49410,n
Prima,4189,943,n
hospitalización,4188,0915002,n
Ester,4188,014,n
fichero,4189,864,s
anchas,4189,260,n
Sombra,4188,0394,n
añadidura,4186,2114,n
Monzón,4186,3202,n
Tango,4186,126,n
teclado,4185,1751,s
faro,4185,84,s
fusilamiento,4188,805321,n
molécula,4185,3575,n
vaivén,4182,882,n
pilas,4185,950,s
simultaneidad,4183,0351211,n
hacinamiento,4182,02321,n
er,4182,4,n
hoy,4182,,n
Lógica,4182,567,n
Leyva,4181,58,n
Lámina,4181,532,s
Foster,4181,8014,n
Maquinaria,4181,3724,s
encargada,4180,27461,n
Renovación,4180,42802,n
auspicios,4179,0900,n
Avilés,4179,850,n
castidad,4177,70111,n
IL,4178,5,n
XXVI,4178,008,n
anteojos,4176,2160,s
gubernatura,4176,694214,n
Habsburgo,4174,90946,n
Palo,4174,95,s
PUERTO,4173,941,n
COMUNIDAD,4171,73211,n
Niveles,4172,2850,n
republicanismo,4171,49957203,n
Documental,4171,173215,n
historial,4170,0145,n
alabanzas,4170,59200,n
dorso,4169,140,s
condicionamiento,4170,72102321,n
espías,4169,090,n
Aniversario,4169,28404,n
Gandhi,4167,621,n
plegaria,4168,9564,n
empréstitos,4167,3940110,n
mercadería,4167,34714,s
CALLE,4166,7,n
Familias,4166,8350,n
duplicación,4166,195702,n
soga,4165,06,s
sonda,4165,021,s
chino,4165,62,n
accionista,4165,70201,n
derivaciones,4165,148020,n
solas,4165,050,n
Asistente,4164,00121,n
Disminución,4164,103202,n
Minero,4163,324,n
Beijing,4163,9626,n
Artillería,4163,414,n
Venegas,4160,8260,n
elefante,4160,5821,s
CABMS,4160,7930,n
Barbero,4161,9494,n
semen,4160,032,n
racimos,4159,4030,n
Artistas,4159,41010,n
comestibles,4158,7301950,s
Digital,4157,1615,n
etimología,4156,1356,n
exégesis,4153,0600,n
Geología,4154,656,n
Food,4155,81,n
Problema,4153,94953,n
Tablada,4152,1951,n
salvaje,4151,0586,n
repugnancia,4149,496220,n
traductores,4150,1417140,n
trasplante,4148,1409521,n
afianzamiento,4148,820321,n
three,4146,14,n
franco,4149,8427,n
Paulino,4145,952,n
reinserción,4143,420402,n
M.N.,4142,32,Error
Melilla,4143,35,n
tenientes,4145,12210,n
tala,4143,15,n
tomates,4142,1310,n
Roman,4141,432,n
albergue,4140,5946,s
marxistas,4142,346010,n
onzas,4140,200,n
Babel,4139,995,n
Georg,4139,646,n
plancha,4138,9526,s
especias,4139,0900,n
Jalapa,4138,659,n
Guipúzcoa,4137,6907,n
deducciones,4137,117020,n
autoconsumo,4136,17203,n
Vol,4137,85,n
resorte,4135,4041,s
certezas,4134,04100,n
power,4133,94,n
Alien,4135,52,n
ORTIZ,4133,410,n
formularios,4133,843540,n
autonomías,4131,1230,n
acusado,4132,701,n
numerales,4131,23450,n
Apostólica,4128,90157,n
ametralladoras,4129,314140,n
saludos,4127,0510,n
decano,4127,172,n
traslados,4126,140510,n
deformaciones,4125,1843020,n
nel,4126,25,n
Garcés,4124,6400,n
Affairs,4123,8840,n
marquesa,4124,3470,n
Res.,4121,40,Error
equipamientos,4124,793210,n
Bureau,4122,94,n
herencias,4121,4200,n
Argel,4121,465,n
Nacionalidad,4121,202511,n
Fischer,4120,8064,n
Josef,4119,608,n
maya,4120,3,n
Oficios,4119,800,n
latas,4121,510,n
comedores,4117,73140,n
Pujol,4117,965,n
mudanza,4119,3120,n
Patrick,4116,91477,n
océanos,4117,020,n
lastre,4114,5014,s
surge,4114,046,n
chacras,4114,6740,n
Condición,4116,72102,n
Monetaria,4113,3214,n
nodo,4113,21,n
cabaña,4113,792,s
Notes,4112,210,n
despidos,4111,10910,n
Vuelta,4110,851,n
Compromiso,4108,739430,n
litigios,4108,5160,n
tumulto,4105,1351,n
Séneca,4104,027,n
AMOR,4104,34,n
pastizales,4104,901050,n
Deleuze,4102,150,n
Sage,4102,06,n
own,4103,2,n
Azúcar,4103,074,s
Luminoso,4102,5320,n
transmisiones,4101,14203020,n
especificidades,4101,09080110,n
notoriedad,4101,21411,n
adversidad,4100,184011,n
Construcciones,4098,720147020,n
Canada,4099,721,n
diluvio,4098,158,n
capitalista,4100,791501,n
completo,4098,73951,n
Luján,4097,562,n
Heras,4097,40,n
denominada,4096,12321,n
ns,4094,20,n
diamantes,4095,13210,n
Arena,4094,42,s
SUNAT,4093,021,n
Montt,4092,3211,n
corregimiento,4091,746321,n
patriota,4094,9141,n
Mitch,4091,316,n
Guayas,4091,60,n
Ja,4091,6,n
Lucrecia,4090,5740,n
